allu_name,x_data,label
衣锦归,《史记·项羽本纪》：项羽攻占咸阳后，“人或说项王曰：关中阻山河四塞，地肥饶，可都以霸。项王见秦宫室皆以烧残破，又心怀思欲东归，曰：富贵不归故乡，如衣绣夜行，谁知之者！说者曰：人言楚人沐猴而冠耳，果然。项王闻之，烹说者。”,动物部#器用部#人事部
金穴,北周庾信《见游春人》。“长安有狭邪，金穴盛豪华。”《后汉书·光武郭皇后纪》：“二十年，中山王辅复徙封沛王ｊ后为沛太后。况迁大鸿胪。帝数幸其第，会公卿诸侯亲家饮燕，赏赐金钱缣帛，丰盛莫比，京师号况家为金穴。”,人事部
恐不免,《世说新语·排调》：“初，谢安在东山居，布衣，时兄弟已有富贵者，翕集家门，倾动人物。刘夫人戏谓安曰：大丈夫不当如是乎？谢乃捉鼻曰：但恐不免耳！”,人事部
万钱,《晋书·何曾传》：“（何曾）性奢豪，务在华侈。帷帐车服，穷极绮丽，厨膳滋味，过于王者。每燕见，不食太官所设，帝辄命取其食。蒸饼上不坼作十字不食。日食万钱，犹日“无下箸处。”,器用部#人事部
马融奢,《后汉书·马融传论》：“（马融）终以奢乐恣性，党附成讥，固知识能匡欲者鲜矣。”,人事部
斗奢,南朝宋刘义庆《世说新语·侈汰》：“王君夫（恺）以（左米右台）糒澳釜，石季伦（崇）用蜡烛作炊。君夫作紫丝布步障碧绫里四十里，石崇作锦步障五十里以敌之。”又“石崇与王恺争豪，并穷绮丽以饰舆服。武帝，恺之甥也，每助恺。尝以一珊瑚树高二尺许赐恺，枝柯扶疏，世罕其比。恺以示崇，崇视讫，以铁如意击之，应手而碎。恺既惋惜，又以为疾己之宝，声色甚厉。崇曰：不足恨，今还卿。乃命左右悉取珊瑚树。有三尺四尺，条干绝世，光采溢目者六七枚，如恺许，比甚众，恺惘然自失。”,器用部#人事部
珠履,唐张继《春申君词》：“当时珠履三千客，赵使怀惭不敢言。”参见人物部·其他“珠履客”。,人事部
韩嫣金丸,《西京杂记》卷四：“韩嫣好弹，常以金为丸，所失者日有十余。长安为之语曰：苦饥寒，逐金丸。京师儿童每闻嫣出弹，辄随之，望丸之所落，辄拾焉。”,器用部#人事部
铺钱埒,《世说新语·汰侈》：“王武子被责，移第北邙下。于时人多地贵，济好马射，买地作埒，编钱匝地竟埒。时人号曰金埒。”,器用部#人事部
椿龄,《庄子·逍遥游》：“上古有大椿者，以八千岁为春，八千岁为秋，此大年也。”成玄英疏：“大椿之木长于上古，以三万二千岁为一年也。”,植物部#人事部
添筹,苏轼《东坡志林·三老语》：“尝有三老人相遇，或问之年。……一人曰：海水变桑田时，吾辄下一筹，尔（迩）来吾筹已满十间屋。”,人事部
四老,晋皇甫谧《高士传》：“四皓者，皆河内轵人也。或在汲。一曰东园公，二曰甪里先生，三日绮里季，四日夏黄公。皆修道洁己，非义不动。秦始皇时，见秦政虐，乃退入蓝田山，而作歌曰：莫莫高山，深谷逶迤，晔晔紫芝，可以疗饥……乃共入商雒隐地肺山，以待天下定。及秦败，汉高闻而征之，不至，深自匿终南山，不能屈己。”,人物部#植物部#地理部#人事部#文明部
白发郎潜,汉班固《汉武故事》：“上（汉武帝）尝辇至郎署，见一老翁，须鬓皓白，衣服不整。上问曰：公何时为郎，何其老也？对曰：臣姓颜名驷，江都人也，以文帝时为郎。上问曰：何其老而不遇也？驷曰：文帝好文而臣好武；景帝好老而臣尚少；陛下好少而臣已老：是以三世不遇。故老于郎署。上感其言，擢拜会稽都尉。”,人事部
祝鸡翁,汉刘向《列仙传·祝鸡翁》：“祝鸡翁者，洛人也。居尸乡北山下，养鸡百余年，鸡有千余头，皆立名字。暮栖树上，昼放散之，欲引，呼名，即依呼而至。卖鸡及子得千余万，辄置钱去，之吴作养鱼池，后升吴山，白鹤、孔雀数百常止其傍。”,动物部#人事部
广武叹,《三国志·魏志·阮籍传》裴松之注引《魏氏春秋》：阮籍“尝登广武，观楚、汉战处，乃叹曰：时无英才，使竖子成名乎？”,人事部
去病无家,《史记·卫将军骠骑列传》：“天子为置地，令骠骑视之，对曰：匈奴未灭，无以家为也。”,器用部#人事部
运甓,宋苏轼《送公为游淮南》：“负米万里缘其亲，运挽无度忧其身。”晋裴启《语林》：“陶太尉（侃）既作广州，优游无事。常朝自运甓（砖）于斋外，暮运于斋内。人问之，陶曰：吾方致力中原，恐为尔优游，不复堪事。”#宋苏轼《送公为游淮南》：“负米万里缘其亲，运甓无度忧其身。”晋裴启《语林》：“陶太尉（侃）既作广州，优游无事。常朝自运甓（砖）于斋外，暮运于斋内。人问之，陶曰：吾方致力中原，恐为尔优游，不复堪事。”,人物部#人事部
李斯溷鼠,《史记·李斯列传》：“年少时，为郡小吏，见吏舍厕中鼠食不絜，近人犬，数惊恐之。斯入仓，观仓中鼠，食积粟，居大庑之下，不见人犬之忧。于是李斯乃叹曰：人之贤不肖譬如鼠矣，在所自处耳！乃从荀卿学帝王之术。”,动物部#器用部#人事部
投笔,《东观汉记·班超传》：“（班超）家贫，恒为官佣写书以供养人劳苦，尝辍业投笔叹曰：大丈夫无他志略，犹当效傅介子、张骞立功异域以取封侯，安能久事笔研（砚）间乎？”,文明部#武备部#人事部
陈平社,《史记·陈丞相世家》：“里中社，平为宰，分肉食甚均。父老曰：善，陈孺子之为宰！平曰：嗟呼，使平得宰天下，亦如是肉矣！”,器用部#人事部
终军志,《汉书·终军传》：终军年十八，“从济南当诣博士，步入关，关吏予（终）军繻（ｒu，古代出人关津的凭证）。军问：以此何为？吏曰：为复传，还当以合符。军曰：大丈夫西游，终不复传还。弃繻而去。军为谒者，使行郡国，建节东出关，关史识之，曰：此使者乃前弃繻生也。”,器用部#人事部
屋打头,五代王仁裕《开元天宝遗事·卷上》：“张生（张彖）及第，释褐授华阴尉。时县令太守俱非其人，多行不法。张生有吏道，勤于政事，每申举一事，则太守令尹抑而不从。张生曰：大丈夫有凌霄盖世之志，而拘于下位，若立身于矮屋中。使人抬头不得。遂拂衣长往，归遁于嵩山。”,器用部#人事部
乘风破浪,《宋书·宗悫传》：“（宗）悫年少时，（宗）炳问其志，悫答：愿乘长风破万里浪。”,地理部#天文部#人事部
留侯志,《史记·留侯世家》：张良（字子房，封留侯）“从上（汉高祖）击代，出奇计马邑下，所与上从容言天下事甚众。自言：家世相韩，及韩灭，不爱万金之资，为韩报仇强秦，天下振动。今以三寸舌为帝者师，封万户，位列侯，此布衣之极，于良足矣。愿弃人间事，欲从赤松子游耳。乃学辟谷、道引轻身。”,九流部#人事部
请长缨,《汉书·终军传》：“南越与汉和亲，乃遣（终）军使南越，说其王，欲令入朝，比内诸侯。军自请：“愿受长缨（长绳）、必羁南越王而致之阙下。军遂往说越王，越王所许，请举国内属。”,器用部#人事部
登车壮志,《后汉书·范滂传》：“时冀州饥荒，盗贼群起，乃以（范）滂为清诏使，案察之。滂登车揽辔，慨然有澄清天下之志。”,器用部#人事部
腰金骑鹤,《殷芸小说》：“有客相从，各言所志，或愿为扬州刺史，或愿多赀财，或愿骑鹤上升。其一人曰：腰缠十万贯，骑鹤上扬州。欲兼三者。”,动物部#人体部#器用部#人事部
新丰独酌,《新唐书·马周传》：“（马周）留客汴，为浚仪令崔贤所辱，遂感激而西，舍新丰，逆旅主人不之顾，周命酒一斗八升，悠然独酌，众异之。”,人事部
誓墓志,《晋书·王羲之传》：王羲之与王述不和，述任扬州刺史，参之任会稽内史，述政绩卓著，“羲之深耻之，遂称病去郡，于父母墓前自誓曰：“……止足之分，定之于今……自今之后，敢渝此心，贪冒苟进，是有无尊之心而不子也。子而不子，天地所不覆载，名教所不得容。信誓之诚，有如皦日！”,文明部#人事部
裹尸还,《后汉书·马援传》：“（马）援军还，将至，故人多迎劳之，平陵人孟冀，名有计谋，于坐贺援。……援曰：方今匈奴、乌桓尚扰北边，欲自请击之。男儿要当死于边野，以马革裹尸还葬耳，何能卧床上在儿女子手中邪？冀曰：谅为烈士，当如此矣。”,动物部#人事部#武备部
醇酒美人,《史记·魏公子列传》：“公子自知再以毁废，乃谢病不朝，与宾客为长夜饮。饮醇酒，多近妇女，日夜为乐饮者四岁，竟病酒而卒。”,人物部#器用部#人事部
拥书城,《魏书·李谧传》：“李谧……每言：丈夫拥书万卷，何假南面百城。遂绝迹下帏，杜门却扫，弃产营书，手自删削，卷无重复者四千有余矣。”,文明部#人事部
知丘,唐白居易《哭刘尚书梦得二首》：“杯酒英雄君与操，文章微婉我知丘。”《孟子·腰文公下》：孟子曰：“世衰道微，邪说暴行有作，臣弑其君者有之，子就其父者有之。孔子惧，作《春秋》。《春秋》，天子之事也；是故孔子曰：知我者其惟《春秋》乎！罪我者其惟《春秋》乎！”#唐白居易《哭刘尚书梦得二首》：“杯酒英雄君与操，文章微婉我知丘。”《孟子·腰文公下》：孟子曰：“世衰道微，邪说暴行有作，臣弑其君者有之，子就其父者有之。孔子惧，作《春秋》。《春秋》，天子之事也；是故孔子曰：知我者其惟《春秋》乎！罪我者其惟《春秋》乎！”,人事部
九万欲抟空,《庄子·逍遥游》：“北溟有鱼，其名为鲲。鲲之大，不知其几千里也。化而为鸟，其名为鹏。鹏之背，不知其几千里也。……鹏之徙于南冥也，水击三千，抟扶摇而上者九万里，去以六月息者也。”,动物部#天文部#人事部
笑中有刀,《旧唐书·李义府传》：“（李）义府貌状温恭，与人语必嬉怡微笑，而褊忘阴贼，既处权笑，欲人附己，微忤意者，辄加倾陷，故时人言义府笑中有刀。”#唐白居易《新乐府·天可度》：“君不见李义府之辈笑欣欣，笑中有刀潜杀人。”引日唐书·李义府传》：“（李）义府貌状温恭，与人语必傅恰微笑，而编忘阴贼，既处权笑，欲人附己，微件意者，辄加倾陷，故时人言义府笑中有刀。”,政事部#人事部
喜折屐,《晋书·谢安传》：“（苻）坚后率众，号百万，次于淮肥，京师震怒。加（谢）安征讨大都督。（谢）玄入问计，安夷然无惧色，答曰：已别有旨。既而寂然。玄不敢复言，乃令张玄重请。安遂命驾出山墅，亲朋毕集，方与玄围棋赌别墅。安常棋劣于玄，是日玄惧，便为敌手而又不胜。安顾谓其甥羊昙曰：以墅乞汝。安遂涉游，至夜乃还，指授将帅，各当其任。玄等既破（苻）坚，有驿书至，安方对客围棋，看书既竟，便摄放床上，了无喜色，棋如故。客问之，徐答云：小儿辈遂已破贼。既罢，还内，过户限，心喜甚，不觉屐齿之折，其矫情镇物如此。”,九流部#器用部#人事部
牛山悲,《晏子春秋·谏上》：“景公游于牛山，北临其国城而流涕曰：若何滂滂去此而死乎？艾孔、梁丘据皆从而泣，晏子独笑于旁。公刷涕而顾晏子曰：寡人今日之游悲，孔与据皆从寡人而涕泣，子之独笑何也？晏子对曰：使贤者常守之，则太公、桓公将常守之矣；使勇者常守之，则庄公、灵公将常守之矣。数君者将守之，则吾君安得此位而立焉，以其迭处之，迭去之，至于君也。而独为之流涕，是不仁也。不仁之君见一，谄谀之臣见二，此臣之所以独窃笑也。”,地理部#人事部#人体部
